Investor,Startup,Compatibility,Score
"Aguirre, Vincent and Chang","Miller, Swanson and Allen",Low Compatibility,33.0
"Aguirre, Vincent and Chang",Nguyen PLC,Low Compatibility,33.0
Ryan LLC,Torres-Orr,Low Compatibility,33.0
"Aguirre, Vincent and Chang",Hill-Huerta,Low Compatibility,33.0
"Aguirre, Vincent and Chang",Martin-Hudson,Low Compatibility,33.0
Morris-Brown,"Bennett, Walker and Taylor",Low Compatibility,33.0
Gibson-Jones,"Crawford, Reyes and Smith",Low Compatibility,33.0
"Avery, Jackson and Simmons",Harris Group,Low Compatibility,33.0
Gibson-Jones,Bell-Stephenson,Low Compatibility,33.0
Gibson-Jones,Mata Ltd,Low Compatibility,33.0
Bennett-Roberts,Harris Group,Low Compatibility,33.0
Morris-Brown,"Edwards, Cabrera and Miller",Low Compatibility,33.0
Morris-Brown,"Warren, Prince and Walker",Low Compatibility,33.0
Gibson-Jones,"Rogers, Larsen and Smith",Low Compatibility,33.0
Becker Ltd,"Woodard, Beck and Kim",Low Compatibility,33.0
Gibson-Jones,"Lee, Sosa and Hernandez",Low Compatibility,33.0
Gibson-Jones,Torres-Orr,Low Compatibility,33.0
"Avery, Jackson and Simmons",Hunt LLC,Low Compatibility,33.0
"Williamson, Cruz and Rice",Barrett and Sons,Low Compatibility,33.0
"King, Mitchell and Williams","Jackson, Scott and Mclean",Low Compatibility,33.0
"King, Mitchell and Williams","Gay, Hoffman and Rose",Low Compatibility,31.5
French Ltd,Martin-Hudson,Low Compatibility,31.5
French Ltd,"Miller, Swanson and Allen",Low Compatibility,31.5
Potts Inc,Hess-Wheeler,Low Compatibility,31.5
Becker Ltd,"Gay, Hoffman and Rose",Low Compatibility,31.5
Potts Inc,"Lee, Sosa and Hernandez",Low Compatibility,31.5
Morris-Brown,"Miller, Swanson and Allen",Low Compatibility,31.5
Potts Inc,Hunt LLC,Low Compatibility,31.5
French Ltd,"Gay, Hoffman and Rose",Low Compatibility,31.5
Becker Ltd,Martin-Hudson,Low Compatibility,31.5
Morris-Brown,Harris Group,Low Compatibility,31.5
Hall PLC,York-Ball,Low Compatibility,31.5
"King, Mitchell and Williams",Martin-Hudson,Low Compatibility,31.5
"King, Mitchell and Williams","Miller, Swanson and Allen",Low Compatibility,31.5
Miller and Sons,Mata Ltd,Low Compatibility,30.0
Maldonado PLC,"Meadows, Stephens and Hernandez",Low Compatibility,30.0
Miller and Sons,Barrett and Sons,Low Compatibility,30.0
Maldonado PLC,Spencer and Sons,Low Compatibility,30.0
Maldonado PLC,"White, Odom and Burke",Low Compatibility,30.0
Miller and Sons,"Crawford, Reyes and Smith",Low Compatibility,30.0
Maldonado PLC,Torres-Orr,Low Compatibility,30.0
Maldonado PLC,Hickman and Sons,Low Compatibility,30.0
Miller and Sons,"Rogers, Larsen and Smith",Low Compatibility,30.0
Miller and Sons,Torres-Orr,Low Compatibility,30.0
Maldonado PLC,Martinez Inc,Low Compatibility,30.0
Miller and Sons,Bell-Stephenson,Low Compatibility,30.0
Maldonado PLC,Jensen-Roberts,Low Compatibility,30.0
Maldonado PLC,Barrett and Sons,Low Compatibility,30.0
Ryan LLC,Nguyen PLC,Low Compatibility,30.0
Miller and Sons,"Lee, Sosa and Hernandez",Low Compatibility,30.0
Stephens Inc,Spencer and Sons,Low Compatibility,27.0
Stephens Inc,"Miller, Swanson and Allen",Low Compatibility,27.0
Stephens Inc,Bell-Stephenson,Low Compatibility,27.0
Stephens Inc,Mata Ltd,Low Compatibility,27.0
Stephens Inc,Hess-Wheeler,Low Compatibility,27.0
Stephens Inc,"Grant, Wright and Pearson",Low Compatibility,27.0
"Vaughn, Smith and Larson",Padilla Inc,Low Compatibility,27.0
"Vaughn, Smith and Larson",Martinez and Sons,Low Compatibility,27.0
"Vaughn, Smith and Larson",Barrett and Sons,Low Compatibility,27.0
"Vaughn, Smith and Larson","Jackson, Scott and Mclean",Low Compatibility,27.0
"Vaughn, Smith and Larson","Fischer, Oconnor and Wright",Low Compatibility,27.0
"Vaughn, Smith and Larson",Taylor-Taylor,Low Compatibility,27.0
Becker Ltd,Taylor-Taylor,Low Compatibility,27.0
Becker Ltd,Murphy PLC,Low Compatibility,27.0
Becker Ltd,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Becker Ltd,Adkins-Dean,Low Compatibility,27.0
"Vaughn, Smith and Larson",Murphy PLC,Low Compatibility,27.0
"Vaughn, Smith and Larson","Fuentes, Hebert and Hunter",Low Compatibility,27.0
"Vaughn, Smith and Larson",Adkins-Dean,Low Compatibility,27.0
"Odonnell, Thornton and King",Combs-Rivera,Low Compatibility,27.0
Stephens Inc,"Meadows, Stephens and Hernandez",Low Compatibility,27.0
Stephens Inc,"Crawford, Reyes and Smith",Low Compatibility,27.0
Parker-Miller,Harris Group,Low Compatibility,27.0
Parker-Miller,"Rogers, Larsen and Smith",Low Compatibility,27.0
Parker-Miller,Johnston-Fuller,Low Compatibility,27.0
Potts Inc,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Potts Inc,Adkins-Dean,Low Compatibility,27.0
Parker-Miller,York-Ball,Low Compatibility,27.0
"Odonnell, Thornton and King",Taylor LLC,Low Compatibility,27.0
"Odonnell, Thornton and King",Martinez Inc,Low Compatibility,27.0
"Odonnell, Thornton and King","Bennett, Walker and Taylor",Low Compatibility,27.0
Becker Ltd,Taylor LLC,Low Compatibility,27.0
Becker Ltd,"Hammond, Thornton and Michael",Low Compatibility,27.0
Hutchinson PLC,Taylor-Taylor,Low Compatibility,27.0
Becker Ltd,Martinez and Sons,Low Compatibility,27.0
Becker Ltd,Torres Inc,Low Compatibility,27.0
Becker Ltd,"Fischer, Oconnor and Wright",Low Compatibility,27.0
"Odonnell, Thornton and King",Rivera Inc,Low Compatibility,27.0
"Odonnell, Thornton and King",Jensen-Roberts,Low Compatibility,27.0
Becker Ltd,Combs-Rivera,Low Compatibility,27.0
Becker Ltd,"Greene, Dyer and Owens",Low Compatibility,27.0
Becker Ltd,Manning Group,Low Compatibility,27.0
"Odonnell, Thornton and King","Warren, Prince and Walker",Low Compatibility,27.0
"Odonnell, Thornton and King",Hickman and Sons,Low Compatibility,27.0
Hopkins LLC,Jensen-Roberts,Low Compatibility,27.0
Hopkins LLC,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Hopkins LLC,Murphy PLC,Low Compatibility,27.0
Hopkins LLC,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Hopkins LLC,Adkins-Dean,Low Compatibility,27.0
"Odonnell, Thornton and King","Hammond, Thornton and Michael",Low Compatibility,27.0
"Odonnell, Thornton and King",Padilla Inc,Low Compatibility,27.0
"Odonnell, Thornton and King",Barrett and Sons,Low Compatibility,27.0
"Odonnell, Thornton and King","Jackson, Scott and Mclean",Low Compatibility,27.0
"Odonnell, Thornton and King",Torres Inc,Low Compatibility,27.0
"Odonnell, Thornton and King","Fischer, Oconnor and Wright",Low Compatibility,27.0
"Odonnell, Thornton and King",Taylor-Taylor,Low Compatibility,27.0
Parker-Miller,"Lee, Sosa and Hernandez",Low Compatibility,27.0
Parker-Miller,Hunt LLC,Low Compatibility,27.0
Parker-Miller,"Walker, Allen and Conrad",Low Compatibility,27.0
Parker-Miller,Torres-Orr,Low Compatibility,27.0
Parker-Miller,"Gay, Hoffman and Rose",Low Compatibility,27.0
Potts Inc,Padilla Inc,Low Compatibility,27.0
Potts Inc,Torres Inc,Low Compatibility,27.0
Parker-Miller,"Smith, Cunningham and Mays",Low Compatibility,27.0
Morris-Brown,Combs-Rivera,Low Compatibility,27.0
"Odonnell, Thornton and King",Adkins-Dean,Low Compatibility,27.0
Hall PLC,Combs-Rivera,Low Compatibility,27.0
Hopkins LLC,Taylor LLC,Low Compatibility,27.0
Hopkins LLC,Martinez Inc,Low Compatibility,27.0
Hopkins LLC,"Bennett, Walker and Taylor",Low Compatibility,27.0
Hopkins LLC,"Hammond, Thornton and Michael",Low Compatibility,27.0
Hopkins LLC,Padilla Inc,Low Compatibility,27.0
Hopkins LLC,Barrett and Sons,Low Compatibility,27.0
Hopkins LLC,"Jackson, Scott and Mclean",Low Compatibility,27.0
Hopkins LLC,Torres Inc,Low Compatibility,27.0
Hopkins LLC,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Hopkins LLC,Taylor-Taylor,Low Compatibility,27.0
Hopkins LLC,Rivera Inc,Low Compatibility,27.0
Hopkins LLC,"Warren, Prince and Walker",Low Compatibility,27.0
Hopkins LLC,Hickman and Sons,Low Compatibility,27.0
Hall PLC,Manning Group,Low Compatibility,27.0
Hall PLC,Taylor LLC,Low Compatibility,27.0
"Odonnell, Thornton and King","Edwards, Cabrera and Miller",Low Compatibility,27.0
"Odonnell, Thornton and King",Murphy PLC,Low Compatibility,27.0
"Odonnell, Thornton and King","Fuentes, Hebert and Hunter",Low Compatibility,27.0
Hall PLC,Torres Inc,Low Compatibility,27.0
Hall PLC,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Clark PLC,Rivera Inc,Low Compatibility,27.0
Clark PLC,Jensen-Roberts,Low Compatibility,27.0
Clark PLC,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Clark PLC,Murphy PLC,Low Compatibility,27.0
Hopkins LLC,Combs-Rivera,Low Compatibility,27.0
Morris-Brown,Manning Group,Low Compatibility,27.0
Potts Inc,Manning Group,Low Compatibility,27.0
Clark PLC,Martinez and Sons,Low Compatibility,27.0
Clark PLC,Barrett and Sons,Low Compatibility,27.0
Clark PLC,Torres Inc,Low Compatibility,27.0
Hall PLC,Murphy PLC,Low Compatibility,27.0
Hall PLC,Adkins-Dean,Low Compatibility,27.0
Wilson-Miller,Combs-Rivera,Low Compatibility,27.0
Hall PLC,"Hammond, Thornton and Michael",Low Compatibility,27.0
Hall PLC,Padilla Inc,Low Compatibility,27.0
Hall PLC,Martinez and Sons,Low Compatibility,27.0
Clark PLC,Manning Group,Low Compatibility,27.0
Clark PLC,"White, Odom and Burke",Low Compatibility,27.0
Clark PLC,"Warren, Prince and Walker",Low Compatibility,27.0
Clark PLC,Hickman and Sons,Low Compatibility,27.0
Clark PLC,"Woodard, Beck and Kim",Low Compatibility,27.0
Clark PLC,Taylor LLC,Low Compatibility,27.0
Clark PLC,Martinez Inc,Low Compatibility,27.0
Clark PLC,"Bennett, Walker and Taylor",Low Compatibility,27.0
"Peterson, Turner and Meyers",Murphy PLC,Low Compatibility,27.0
"Peterson, Turner and Meyers","Fuentes, Hebert and Hunter",Low Compatibility,27.0
"Peterson, Turner and Meyers",Adkins-Dean,Low Compatibility,27.0
Clark PLC,Combs-Rivera,Low Compatibility,27.0
Clark PLC,"Greene, Dyer and Owens",Low Compatibility,27.0
Wilson-Miller,"Warren, Prince and Walker",Low Compatibility,27.0
Wilson-Miller,Hickman and Sons,Low Compatibility,27.0
Morris-Brown,Taylor LLC,Low Compatibility,27.0
Becker Ltd,Padilla Inc,Low Compatibility,27.0
Morris-Brown,Martinez and Sons,Low Compatibility,27.0
"Avery, Jackson and Simmons","Bennett, Green and Robles",Low Compatibility,27.0
"Avery, Jackson and Simmons","Walker, Allen and Conrad",Low Compatibility,27.0
"Avery, Jackson and Simmons",Torres-Orr,Low Compatibility,27.0
"Avery, Jackson and Simmons","Smith, Cunningham and Mays",Low Compatibility,27.0
Wilson-Miller,"Jackson, Scott and Mclean",Low Compatibility,27.0
Wilson-Miller,Torres Inc,Low Compatibility,27.0
Wilson-Miller,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Wilson-Miller,Taylor-Taylor,Low Compatibility,27.0
"Peterson, Turner and Meyers",Martinez Inc,Low Compatibility,27.0
"Peterson, Turner and Meyers","Bennett, Walker and Taylor",Low Compatibility,27.0
"Peterson, Turner and Meyers","Hammond, Thornton and Michael",Low Compatibility,27.0
"Peterson, Turner and Meyers",Padilla Inc,Low Compatibility,27.0
"Peterson, Turner and Meyers",Martinez and Sons,Low Compatibility,27.0
"Peterson, Turner and Meyers",Barrett and Sons,Low Compatibility,27.0
"Peterson, Turner and Meyers","Jackson, Scott and Mclean",Low Compatibility,27.0
"Peterson, Turner and Meyers",Torres Inc,Low Compatibility,27.0
"Peterson, Turner and Meyers","Fischer, Oconnor and Wright",Low Compatibility,27.0
"Peterson, Turner and Meyers",Taylor-Taylor,Low Compatibility,27.0
Wilson-Miller,Adkins-Dean,Low Compatibility,27.0
Miller-Lamb,Combs-Rivera,Low Compatibility,27.0
"Peterson, Turner and Meyers",Manning Group,Low Compatibility,27.0
"Peterson, Turner and Meyers","White, Odom and Burke",Low Compatibility,27.0
"Peterson, Turner and Meyers","Woodard, Beck and Kim",Low Compatibility,27.0
"Peterson, Turner and Meyers",Taylor LLC,Low Compatibility,27.0
Wilson-Miller,Taylor LLC,Low Compatibility,27.0
Wilson-Miller,Martinez Inc,Low Compatibility,27.0
Wilson-Miller,"Bennett, Walker and Taylor",Low Compatibility,27.0
Wilson-Miller,"Hammond, Thornton and Michael",Low Compatibility,27.0
Wilson-Miller,Padilla Inc,Low Compatibility,27.0
Wilson-Miller,Barrett and Sons,Low Compatibility,27.0
Morris-Brown,Torres Inc,Low Compatibility,27.0
Morris-Brown,Rivera Inc,Low Compatibility,27.0
Morris-Brown,Murphy PLC,Low Compatibility,27.0
"Avery, Jackson and Simmons",Brown-Burton,Low Compatibility,27.0
"Avery, Jackson and Simmons",Johnston-Fuller,Low Compatibility,27.0
"Avery, Jackson and Simmons",Spencer and Sons,Low Compatibility,27.0
"Avery, Jackson and Simmons",Bell-Stephenson,Low Compatibility,27.0
"Avery, Jackson and Simmons","Dalton, Nguyen and Webb",Low Compatibility,27.0
Williams-Melton,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Williams-Melton,Murphy PLC,Low Compatibility,27.0
Williams-Melton,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Williams-Melton,Adkins-Dean,Low Compatibility,27.0
"Peterson, Turner and Meyers",Combs-Rivera,Low Compatibility,27.0
"Peterson, Turner and Meyers","Greene, Dyer and Owens",Low Compatibility,27.0
Wilson-Miller,Rivera Inc,Low Compatibility,27.0
Wilson-Miller,Jensen-Roberts,Low Compatibility,27.0
Wilson-Miller,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Wilson-Miller,Murphy PLC,Low Compatibility,27.0
Wilson-Miller,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Williams-Melton,"Jackson, Scott and Mclean",Low Compatibility,27.0
Williams-Melton,Torres Inc,Low Compatibility,27.0
Williams-Melton,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Williams-Melton,Taylor-Taylor,Low Compatibility,27.0
Williams-Melton,Rivera Inc,Low Compatibility,27.0
Williams-Melton,Jensen-Roberts,Low Compatibility,27.0
Miller-Lamb,"Greene, Dyer and Owens",Low Compatibility,27.0
Miller-Lamb,Manning Group,Low Compatibility,27.0
Miller-Lamb,"White, Odom and Burke",Low Compatibility,27.0
Miller-Lamb,"Warren, Prince and Walker",Low Compatibility,27.0
Miller-Lamb,Hickman and Sons,Low Compatibility,27.0
Miller-Lamb,"Woodard, Beck and Kim",Low Compatibility,27.0
Williams-Melton,Taylor LLC,Low Compatibility,27.0
Williams-Melton,Martinez Inc,Low Compatibility,27.0
Williams-Melton,"Bennett, Walker and Taylor",Low Compatibility,27.0
Miller-Lamb,Taylor LLC,Low Compatibility,27.0
Miller-Lamb,Martinez Inc,Low Compatibility,27.0
Miller-Lamb,"Bennett, Walker and Taylor",Low Compatibility,27.0
Miller-Lamb,Martinez and Sons,Low Compatibility,27.0
Miller-Lamb,Barrett and Sons,Low Compatibility,27.0
Miller-Lamb,Torres Inc,Low Compatibility,27.0
Williams-Melton,"Hammond, Thornton and Michael",Low Compatibility,27.0
Williams-Melton,Padilla Inc,Low Compatibility,27.0
Williams-Melton,Barrett and Sons,Low Compatibility,27.0
"Watkins, Wood and Bird",Torres-Orr,Low Compatibility,27.0
"Watkins, Wood and Bird","Gay, Hoffman and Rose",Low Compatibility,27.0
"Watkins, Wood and Bird","Smith, Cunningham and Mays",Low Compatibility,27.0
Williams-Melton,Combs-Rivera,Low Compatibility,27.0
Miller-Lamb,Rivera Inc,Low Compatibility,27.0
Miller-Lamb,Jensen-Roberts,Low Compatibility,27.0
Miller-Lamb,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Miller-Lamb,Murphy PLC,Low Compatibility,27.0
Williams-Melton,"Warren, Prince and Walker",Low Compatibility,27.0
Williams-Melton,Hickman and Sons,Low Compatibility,27.0
Bennett-Roberts,"Meadows, Stephens and Hernandez",Low Compatibility,27.0
Bennett-Roberts,"Crawford, Reyes and Smith",Low Compatibility,27.0
Bennett-Roberts,Spencer and Sons,Low Compatibility,27.0
Bennett-Roberts,Bell-Stephenson,Low Compatibility,27.0
Duncan-Rivas,"Bennett, Green and Robles",Low Compatibility,27.0
Duncan-Rivas,Hunt LLC,Low Compatibility,27.0
Duncan-Rivas,"Walker, Allen and Conrad",Low Compatibility,27.0
Duncan-Rivas,"Gay, Hoffman and Rose",Low Compatibility,27.0
Duncan-Rivas,"Smith, Cunningham and Mays",Low Compatibility,27.0
Shields PLC,Torres Inc,Low Compatibility,27.0
"Watkins, Wood and Bird",York-Ball,Low Compatibility,27.0
"Watkins, Wood and Bird","Lee, Sosa and Hernandez",Low Compatibility,27.0
"Watkins, Wood and Bird","Perkins, Moss and Moreno",Low Compatibility,27.0
"Watkins, Wood and Bird","Bennett, Green and Robles",Low Compatibility,27.0
"Watkins, Wood and Bird","Walker, Allen and Conrad",Low Compatibility,27.0
Shields PLC,"Greene, Dyer and Owens",Low Compatibility,27.0
Shields PLC,Manning Group,Low Compatibility,27.0
Shields PLC,"White, Odom and Burke",Low Compatibility,27.0
Shields PLC,"Warren, Prince and Walker",Low Compatibility,27.0
Shields PLC,Hickman and Sons,Low Compatibility,27.0
Shields PLC,"Woodard, Beck and Kim",Low Compatibility,27.0
"Watkins, Wood and Bird","Rogers, Larsen and Smith",Low Compatibility,27.0
Shields PLC,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Shields PLC,Rivera Inc,Low Compatibility,27.0
Shields PLC,Jensen-Roberts,Low Compatibility,27.0
Shields PLC,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Shields PLC,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Shields PLC,Adkins-Dean,Low Compatibility,27.0
Shields PLC,Taylor LLC,Low Compatibility,27.0
Shields PLC,"Hammond, Thornton and Michael",Low Compatibility,27.0
Shields PLC,Padilla Inc,Low Compatibility,27.0
Shields PLC,Martinez and Sons,Low Compatibility,27.0
Shields PLC,"Jackson, Scott and Mclean",Low Compatibility,27.0
"Watkins, Wood and Bird","Crawford, Reyes and Smith",Low Compatibility,27.0
"Watkins, Wood and Bird",Martin-Hudson,Low Compatibility,27.0
Grant PLC,"Greene, Dyer and Owens",Low Compatibility,27.0
Grant PLC,Manning Group,Low Compatibility,27.0
Grant PLC,"White, Odom and Burke",Low Compatibility,27.0
Grant PLC,"Warren, Prince and Walker",Low Compatibility,27.0
Grant PLC,Hickman and Sons,Low Compatibility,27.0
"Watkins, Wood and Bird",Mata Ltd,Low Compatibility,27.0
"Watkins, Wood and Bird",Nguyen PLC,Low Compatibility,27.0
"Watkins, Wood and Bird",Brown-Watson,Low Compatibility,27.0
"Watkins, Wood and Bird",Brown-Burton,Low Compatibility,27.0
"Avery, Jackson and Simmons","Meadows, Stephens and Hernandez",Low Compatibility,27.0
"Avery, Jackson and Simmons","Crawford, Reyes and Smith",Low Compatibility,27.0
Bennett-Roberts,"Dalton, Nguyen and Webb",Low Compatibility,27.0
Bennett-Roberts,Brown-Burton,Low Compatibility,27.0
Bennett-Roberts,"Rogers, Larsen and Smith",Low Compatibility,27.0
Bennett-Roberts,Johnston-Fuller,Low Compatibility,27.0
Bennett-Roberts,"Lee, Sosa and Hernandez",Low Compatibility,27.0
Lopez Inc,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Lopez Inc,Taylor-Taylor,Low Compatibility,27.0
Lopez Inc,Rivera Inc,Low Compatibility,27.0
Lopez Inc,Jensen-Roberts,Low Compatibility,27.0
Lopez Inc,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Lopez Inc,Murphy PLC,Low Compatibility,27.0
Lopez Inc,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Grant PLC,"Woodard, Beck and Kim",Low Compatibility,27.0
Grant PLC,Taylor LLC,Low Compatibility,27.0
Grant PLC,"Hammond, Thornton and Michael",Low Compatibility,27.0
Grant PLC,Padilla Inc,Low Compatibility,27.0
Grant PLC,Martinez and Sons,Low Compatibility,27.0
Grant PLC,"Jackson, Scott and Mclean",Low Compatibility,27.0
Lopez Inc,Adkins-Dean,Low Compatibility,27.0
Grant PLC,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Grant PLC,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Lopez Inc,"Woodard, Beck and Kim",Low Compatibility,27.0
Lopez Inc,Martinez Inc,Low Compatibility,27.0
Lopez Inc,"Bennett, Walker and Taylor",Low Compatibility,27.0
Lopez Inc,"Hammond, Thornton and Michael",Low Compatibility,27.0
Lopez Inc,Padilla Inc,Low Compatibility,27.0
Lopez Inc,Martinez and Sons,Low Compatibility,27.0
Lopez Inc,Barrett and Sons,Low Compatibility,27.0
Lopez Inc,"Jackson, Scott and Mclean",Low Compatibility,27.0
Lopez Inc,"Greene, Dyer and Owens",Low Compatibility,27.0
Lopez Inc,Manning Group,Low Compatibility,27.0
Lopez Inc,"White, Odom and Burke",Low Compatibility,27.0
Lopez Inc,"Warren, Prince and Walker",Low Compatibility,27.0
Lopez Inc,Hickman and Sons,Low Compatibility,27.0
Grant PLC,Torres Inc,Low Compatibility,27.0
Grant PLC,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Grant PLC,Taylor-Taylor,Low Compatibility,27.0
Grant PLC,Rivera Inc,Low Compatibility,27.0
Grant PLC,Jensen-Roberts,Low Compatibility,27.0
Bowman-Henderson,"Fischer, Oconnor and Wright",Low Compatibility,27.0
Bowman-Henderson,Taylor-Taylor,Low Compatibility,27.0
Bowman-Henderson,Rivera Inc,Low Compatibility,27.0
Bowman-Henderson,Jensen-Roberts,Low Compatibility,27.0
Bowman-Henderson,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Bowman-Henderson,Murphy PLC,Low Compatibility,27.0
Bowman-Henderson,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Bowman-Henderson,Adkins-Dean,Low Compatibility,27.0
Lopez Inc,Combs-Rivera,Low Compatibility,27.0
Bennett-Roberts,"Walker, Allen and Conrad",Low Compatibility,27.0
Duncan-Rivas,"Rogers, Larsen and Smith",Low Compatibility,27.0
Duncan-Rivas,Johnston-Fuller,Low Compatibility,27.0
Duncan-Rivas,York-Ball,Low Compatibility,27.0
Duncan-Rivas,"Lee, Sosa and Hernandez",Low Compatibility,27.0
Duncan-Rivas,"Perkins, Moss and Moreno",Low Compatibility,27.0
Duncan-Rivas,Martin-Hudson,Low Compatibility,27.0
Duncan-Rivas,"Miller, Swanson and Allen",Low Compatibility,27.0
Duncan-Rivas,Bell-Stephenson,Low Compatibility,27.0
Duncan-Rivas,Hess-Wheeler,Low Compatibility,27.0
Duncan-Rivas,"Grant, Wright and Pearson",Low Compatibility,27.0
Duncan-Rivas,"Dalton, Nguyen and Webb",Low Compatibility,27.0
Duncan-Rivas,Harris Group,Low Compatibility,27.0
Bennett-Roberts,Torres-Orr,Low Compatibility,27.0
Bennett-Roberts,"Smith, Cunningham and Mays",Low Compatibility,27.0
Bowman-Henderson,Martinez Inc,Low Compatibility,27.0
Bowman-Henderson,"Bennett, Walker and Taylor",Low Compatibility,27.0
Bowman-Henderson,"Hammond, Thornton and Michael",Low Compatibility,27.0
Bowman-Henderson,Padilla Inc,Low Compatibility,27.0
Bowman-Henderson,Martinez and Sons,Low Compatibility,27.0
Bowman-Henderson,Barrett and Sons,Low Compatibility,27.0
Bowman-Henderson,"Jackson, Scott and Mclean",Low Compatibility,27.0
Grant PLC,Adkins-Dean,Low Compatibility,27.0
Bowman-Henderson,Combs-Rivera,Low Compatibility,27.0
Bowman-Henderson,"Greene, Dyer and Owens",Low Compatibility,27.0
Bowman-Henderson,Manning Group,Low Compatibility,27.0
Bowman-Henderson,"White, Odom and Burke",Low Compatibility,27.0
Bowman-Henderson,"Warren, Prince and Walker",Low Compatibility,27.0
Bowman-Henderson,Hickman and Sons,Low Compatibility,27.0
Bowman-Henderson,"Woodard, Beck and Kim",Low Compatibility,27.0
Hodges-Mendoza,"Meadows, Stephens and Hernandez",Low Compatibility,27.0
Hodges-Mendoza,"Crawford, Reyes and Smith",Low Compatibility,27.0
Hodges-Mendoza,Hill-Huerta,Low Compatibility,27.0
Hodges-Mendoza,Spencer and Sons,Low Compatibility,27.0
Hodges-Mendoza,"Miller, Swanson and Allen",Low Compatibility,27.0
Shields PLC,Taylor-Taylor,Low Compatibility,27.0
Carney Group,"Edwards, Cabrera and Miller",Low Compatibility,27.0
Carney Group,Murphy PLC,Low Compatibility,27.0
Carney Group,"Fuentes, Hebert and Hunter",Low Compatibility,27.0
Carney Group,Adkins-Dean,Low Compatibility,27.0
Duncan-Rivas,"Meadows, Stephens and Hernandez",Low Compatibility,27.0
Duncan-Rivas,Hill-Huerta,Low Compatibility,27.0
Duncan-Rivas,Spencer and Sons,Low Compatibility,27.0
Hodges-Mendoza,Mata Ltd,Low Compatibility,27.0
"Rush, Palmer and Perkins","Edwards, Cabrera and Miller",Low Compatibility,27.0
"Rush, Palmer and Perkins",Murphy PLC,Low Compatibility,27.0
Miller and Sons,"Dalton, Nguyen and Webb",Low Compatibility,27.0
Miller and Sons,Brown-Burton,Low Compatibility,27.0
"Williamson, Cruz and Rice",Padilla Inc,Low Compatibility,27.0
"King, Foster and Orr","Hammond, Thornton and Michael",Low Compatibility,27.0
Hutchinson PLC,"Bennett, Walker and Taylor",Low Compatibility,27.0
Miller and Sons,Johnston-Fuller,Low Compatibility,27.0
Hutchinson PLC,Martinez Inc,Low Compatibility,27.0
"Rush, Palmer and Perkins","Bennett, Walker and Taylor",Low Compatibility,27.0
"Rush, Palmer and Perkins",Martinez and Sons,Low Compatibility,27.0
Fleming Ltd,Martinez and Sons,Low Compatibility,27.0
"Rush, Palmer and Perkins",Torres Inc,Low Compatibility,27.0
Hutchinson PLC,Torres Inc,Low Compatibility,27.0
Fleming Ltd,"Hammond, Thornton and Michael",Low Compatibility,27.0
Hutchinson PLC,"Hammond, Thornton and Michael",Low Compatibility,27.0
Hutchinson PLC,Padilla Inc,Low Compatibility,27.0
"Rush, Palmer and Perkins",Rivera Inc,Low Compatibility,27.0
Hutchinson PLC,Martinez and Sons,Low Compatibility,27.0
Hodges-Mendoza,Hess-Wheeler,Low Compatibility,27.0
Hodges-Mendoza,"Grant, Wright and Pearson",Low Compatibility,27.0
Hodges-Mendoza,"Dalton, Nguyen and Webb",Low Compatibility,27.0
Hodges-Mendoza,Nguyen PLC,Low Compatibility,27.0
Hodges-Mendoza,Brown-Watson,Low Compatibility,27.0
Hodges-Mendoza,Brown-Burton,Low Compatibility,27.0
Hodges-Mendoza,Harris Group,Low Compatibility,27.0
Hodges-Mendoza,"Rogers, Larsen and Smith",Low Compatibility,27.0
Carney Group,Martinez Inc,Low Compatibility,27.0
Carney Group,"Bennett, Walker and Taylor",Low Compatibility,27.0
Carney Group,"Hammond, Thornton and Michael",Low Compatibility,27.0
Carney Group,Padilla Inc,Low Compatibility,27.0
Carney Group,Martinez and Sons,Low Compatibility,27.0
Carney Group,Barrett and Sons,Low Compatibility,27.0
Carney Group,"Jackson, Scott and Mclean",Low Compatibility,27.0
Martin Group,"Warren, Prince and Walker",Low Compatibility,27.0
